run_id,trained_at,instance,algo,job,machine,op_index,start,end,duration
1,2026-05-19 23:14:31,ft10,spt,4,2,0,0,14,14
1,2026-05-19 23:14:31,ft10,spt,4,0,1,14,20,6
1,2026-05-19 23:14:31,ft10,spt,4,1,2,20,42,22
1,2026-05-19 23:14:31,ft10,spt,0,0,0,20,49,29
1,2026-05-19 23:14:31,ft10,spt,7,0,0,49,80,31
1,2026-05-19 23:14:31,ft10,spt,1,0,0,80,123,43
1,2026-05-19 23:14:31,ft10,spt,6,1,0,42,88,46
1,2026-05-19 23:14:31,ft10,spt,6,0,1,123,160,37
1,2026-05-19 23:14:31,ft10,spt,4,5,3,42,103,61
1,2026-05-19 23:14:31,ft10,spt,4,3,4,103,129,26
1,2026-05-19 23:14:31,ft10,spt,6,3,2,160,221,61
1,2026-05-19 23:14:31,ft10,spt,6,2,3,221,234,13
1,2026-05-19 23:14:31,ft10,spt,6,6,4,234,266,32
1,2026-05-19 23:14:31,ft10,spt,6,5,5,266,298,32
1,2026-05-19 23:14:31,ft10,spt,6,8,6,298,355,57
1,2026-05-19 23:14:31,ft10,spt,6,9,7,355,415,60
1,2026-05-19 23:14:31,ft10,spt,6,4,8,415,457,42
1,2026-05-19 23:14:31,ft10,spt,4,4,5,457,526,69
1,2026-05-19 23:14:31,ft10,spt,4,8,6,526,547,21
1,2026-05-19 23:14:31,ft10,spt,4,7,7,547,596,49
1,2026-05-19 23:14:31,ft10,spt,6,7,9,596,666,70
1,2026-05-19 23:14:31,ft10,spt,4,9,8,596,668,72
1,2026-05-19 23:14:31,ft10,spt,4,6,9,668,721,53
1,2026-05-19 23:14:31,ft10,spt,8,0,0,160,236,76
1,2026-05-19 23:14:31,ft10,spt,8,1,1,236,305,69
1,2026-05-19 23:14:31,ft10,spt,8,3,2,305,381,76
1,2026-05-19 23:14:31,ft10,spt,8,5,3,381,432,51
1,2026-05-19 23:14:31,ft10,spt,0,1,1,305,383,78
1,2026-05-19 23:14:31,ft10,spt,0,2,2,383,392,9
1,2026-05-19 23:14:31,ft10,spt,0,3,3,392,428,36
1,2026-05-19 23:14:31,ft10,spt,0,4,4,526,575,49
1,2026-05-19 23:14:31,ft10,spt,0,5,5,575,586,11
1,2026-05-19 23:14:31,ft10,spt,0,6,6,721,783,62
1,2026-05-19 23:14:31,ft10,spt,0,7,7,783,839,56
1,2026-05-19 23:14:31,ft10,spt,0,8,8,839,883,44
1,2026-05-19 23:14:31,ft10,spt,0,9,9,883,904,21
1,2026-05-19 23:14:31,ft10,spt,3,1,0,383,464,81
1,2026-05-19 23:14:31,ft10,spt,5,2,0,392,476,84
1,2026-05-19 23:14:31,ft10,spt,5,1,1,476,478,2
