run_id,trained_at,instance,algo,job,machine,op_index,start,end,duration
1,2026-05-19 23:14:31,ft10,lpt,2,1,0,0,91,91
1,2026-05-19 23:14:31,ft10,lpt,2,0,1,91,176,85
1,2026-05-19 23:14:31,ft10,lpt,9,1,0,91,176,85
1,2026-05-19 23:14:31,ft10,lpt,5,2,0,0,84,84
1,2026-05-19 23:14:31,ft10,lpt,3,1,0,176,257,81
1,2026-05-19 23:14:31,ft10,lpt,3,2,1,257,352,95
1,2026-05-19 23:14:31,ft10,lpt,8,0,0,176,252,76
1,2026-05-19 23:14:31,ft10,lpt,3,0,2,352,423,71
1,2026-05-19 23:14:31,ft10,lpt,3,4,3,423,522,99
1,2026-05-19 23:14:31,ft10,lpt,8,1,1,257,326,69
1,2026-05-19 23:14:31,ft10,lpt,8,3,2,326,402,76
1,2026-05-19 23:14:31,ft10,lpt,8,5,3,402,453,51
1,2026-05-19 23:14:31,ft10,lpt,8,2,4,453,538,85
1,2026-05-19 23:14:31,ft10,lpt,6,1,0,326,372,46
1,2026-05-19 23:14:31,ft10,lpt,1,0,0,423,466,43
1,2026-05-19 23:14:31,ft10,lpt,1,2,1,538,628,90
1,2026-05-19 23:14:31,ft10,lpt,1,4,2,628,703,75
1,2026-05-19 23:14:31,ft10,lpt,2,3,2,402,441,39
1,2026-05-19 23:14:31,ft10,lpt,2,2,3,628,702,74
1,2026-05-19 23:14:31,ft10,lpt,2,8,4,702,792,90
1,2026-05-19 23:14:31,ft10,lpt,6,0,1,466,503,37
1,2026-05-19 23:14:31,ft10,lpt,6,3,2,503,564,61
1,2026-05-19 23:14:31,ft10,lpt,7,0,0,503,534,31
1,2026-05-19 23:14:31,ft10,lpt,7,1,1,534,620,86
1,2026-05-19 23:14:31,ft10,lpt,7,2,2,702,748,46
1,2026-05-19 23:14:31,ft10,lpt,7,5,3,748,822,74
1,2026-05-19 23:14:31,ft10,lpt,7,4,4,822,854,32
1,2026-05-19 23:14:31,ft10,lpt,7,6,5,854,942,88
1,2026-05-19 23:14:31,ft10,lpt,0,0,0,534,563,29
1,2026-05-19 23:14:31,ft10,lpt,0,1,1,620,698,78
1,2026-05-19 23:14:31,ft10,lpt,7,8,6,942,961,19
1,2026-05-19 23:14:31,ft10,lpt,7,9,7,961,1009,48
1,2026-05-19 23:14:31,ft10,lpt,7,7,8,1009,1045,36
1,2026-05-19 23:14:31,ft10,lpt,7,3,9,1045,1124,79
1,2026-05-19 23:14:31,ft10,lpt,4,2,0,748,762,14
1,2026-05-19 23:14:31,ft10,lpt,6,2,3,762,775,13
1,2026-05-19 23:14:31,ft10,lpt,6,6,4,942,974,32
1,2026-05-19 23:14:31,ft10,lpt,6,5,5,974,1006,32
1,2026-05-19 23:14:31,ft10,lpt,6,8,6,1006,1063,57
1,2026-05-19 23:14:31,ft10,lpt,6,9,7,1063,1123,60
1,2026-05-19 23:14:31,ft10,lpt,6,4,8,1123,1165,42
1,2026-05-19 23:14:31,ft10,lpt,6,7,9,1165,1235,70
1,2026-05-19 23:14:31,ft10,lpt,9,0,1,563,576,13
1,2026-05-19 23:14:31,ft10,lpt,9,2,2,775,836,61
1,2026-05-19 23:14:31,ft10,lpt,1,9,3,1123,1134,11
1,2026-05-19 23:14:31,ft10,lpt,1,3,4,1134,1203,69
1,2026-05-19 23:14:31,ft10,lpt,1,1,5,1203,1231,28
1,2026-05-19 23:14:31,ft10,lpt,1,6,6,1231,1277,46
1,2026-05-19 23:14:31,ft10,lpt,1,5,7,1277,1323,46
1,2026-05-19 23:14:31,ft10,lpt,1,7,8,1323,1395,72
