run_id,trained_at,instance,algo,job,machine,op_index,start,end,duration
1,2026-05-26 20:49:32,5x5,a2c,3,3,0,0,3,3
1,2026-05-26 20:49:32,5x5,a2c,1,1,0,0,5,5
1,2026-05-26 20:49:32,5x5,a2c,0,0,0,0,7,7
1,2026-05-26 20:49:32,5x5,a2c,2,2,0,0,4,4
1,2026-05-26 20:49:32,5x5,a2c,4,4,0,0,6,6
1,2026-05-26 20:49:32,5x5,a2c,3,4,1,6,10,4
1,2026-05-26 20:49:32,5x5,a2c,0,1,1,7,10,3
1,2026-05-26 20:49:32,5x5,a2c,2,3,1,4,10,6
1,2026-05-26 20:49:32,5x5,a2c,1,0,1,7,11,4
1,2026-05-26 20:49:32,5x5,a2c,4,2,1,6,11,5
1,2026-05-26 20:49:32,5x5,a2c,0,2,2,11,16,5
1,2026-05-26 20:49:32,5x5,a2c,3,0,2,11,17,6
1,2026-05-26 20:49:32,5x5,a2c,2,1,2,10,12,2
1,2026-05-26 20:49:32,5x5,a2c,4,3,2,11,14,3
1,2026-05-26 20:49:32,5x5,a2c,3,2,3,17,21,4
1,2026-05-26 20:49:32,5x5,a2c,1,4,2,11,14,3
1,2026-05-26 20:49:32,5x5,a2c,0,3,3,16,18,2
1,2026-05-26 20:49:32,5x5,a2c,4,0,3,17,21,4
1,2026-05-26 20:49:32,5x5,a2c,2,4,3,14,19,5
1,2026-05-26 20:49:32,5x5,a2c,1,3,3,18,25,7
1,2026-05-26 20:49:32,5x5,a2c,4,1,4,21,28,7
1,2026-05-26 20:49:32,5x5,a2c,0,4,4,19,25,6
1,2026-05-26 20:49:32,5x5,a2c,3,1,4,28,33,5
1,2026-05-26 20:49:32,5x5,a2c,2,0,4,21,24,3
1,2026-05-26 20:49:32,5x5,a2c,1,2,4,25,27,2
