run_id,trained_at,instance,algo,job,machine,op_index,start,end,duration
1,2026-05-26 20:49:32,5x5,lpt,0,0,0,0,7,7
1,2026-05-26 20:49:32,5x5,lpt,4,4,0,0,6,6
1,2026-05-26 20:49:32,5x5,lpt,1,1,0,0,5,5
1,2026-05-26 20:49:32,5x5,lpt,4,2,1,6,11,5
1,2026-05-26 20:49:32,5x5,lpt,1,0,1,7,11,4
1,2026-05-26 20:49:32,5x5,lpt,2,2,0,11,15,4
1,2026-05-26 20:49:32,5x5,lpt,2,3,1,15,21,6
1,2026-05-26 20:49:32,5x5,lpt,0,1,1,7,10,3
1,2026-05-26 20:49:32,5x5,lpt,0,2,2,15,20,5
1,2026-05-26 20:49:32,5x5,lpt,1,4,2,11,14,3
1,2026-05-26 20:49:32,5x5,lpt,1,3,3,21,28,7
1,2026-05-26 20:49:32,5x5,lpt,3,3,0,28,31,3
1,2026-05-26 20:49:32,5x5,lpt,3,4,1,31,35,4
1,2026-05-26 20:49:32,5x5,lpt,3,0,2,35,41,6
1,2026-05-26 20:49:32,5x5,lpt,3,2,3,41,45,4
1,2026-05-26 20:49:32,5x5,lpt,3,1,4,45,50,5
1,2026-05-26 20:49:32,5x5,lpt,4,3,2,31,34,3
1,2026-05-26 20:49:32,5x5,lpt,4,0,3,41,45,4
1,2026-05-26 20:49:32,5x5,lpt,4,1,4,50,57,7
1,2026-05-26 20:49:32,5x5,lpt,0,3,3,34,36,2
1,2026-05-26 20:49:32,5x5,lpt,0,4,4,36,42,6
1,2026-05-26 20:49:32,5x5,lpt,1,2,4,45,47,2
1,2026-05-26 20:49:32,5x5,lpt,2,1,2,57,59,2
1,2026-05-26 20:49:32,5x5,lpt,2,4,3,59,64,5
1,2026-05-26 20:49:32,5x5,lpt,2,0,4,64,67,3
