run_id,trained_at,instance,algo,job,machine,op_index,start,end,duration
1,2026-05-26 20:47:08,4x4,edd,0,0,0,0,4,4
1,2026-05-26 20:47:08,4x4,edd,0,1,1,4,6,2
1,2026-05-26 20:47:08,4x4,edd,0,2,2,6,11,5
1,2026-05-26 20:47:08,4x4,edd,0,3,3,11,12,1
1,2026-05-26 20:47:08,4x4,edd,1,1,0,6,9,3
1,2026-05-26 20:47:08,4x4,edd,2,2,0,11,17,6
1,2026-05-26 20:47:08,4x4,edd,3,3,0,12,14,2
1,2026-05-26 20:47:08,4x4,edd,1,0,1,9,12,3
1,2026-05-26 20:47:08,4x4,edd,1,3,2,14,16,2
1,2026-05-26 20:47:08,4x4,edd,1,2,3,17,21,4
1,2026-05-26 20:47:08,4x4,edd,2,1,1,17,18,1
1,2026-05-26 20:47:08,4x4,edd,2,0,2,18,20,2
1,2026-05-26 20:47:08,4x4,edd,2,3,3,20,25,5
1,2026-05-26 20:47:08,4x4,edd,3,2,1,21,24,3
1,2026-05-26 20:47:08,4x4,edd,3,1,2,24,28,4
1,2026-05-26 20:47:08,4x4,edd,3,0,3,28,34,6
